"Ward","Division","Address","Location","Building.Code","Parking.Code","full_addr"
59,17,"5700 WAYNE AVE","MASTERY PICKETT CHARTER SCHOOL","M","H","5700 WAYNE AVE PHILADELPHIA, PA"
59,18,"WAYNE AVE & JOHNSON ST","LINGELBACH SCHOOL","A","L","WAYNE AVE & JOHNSON ST PHILADELPHIA, PA"
59,19,"68 W CHELTEN AVE","COLEMAN REGIONAL LIBRARY","M","N","68 W CHELTEN AVE PHILADELPHIA, PA"
59,20,"633 W RITTENHOUSE ST","RITTENHOUSE HILL APTS","F","H","633 W RITTENHOUSE ST PHILADELPHIA, PA"
59,21,"6300 GREENE ST","STAPELEY RETIREMENT HOME","A","L","6300 GREENE ST PHILADELPHIA, PA"
59,22,"6019 GERMANTOWN AVE","FIRST UNITED METHODIST CHURCH","F","L","6019 GERMANTOWN AVE PHILADELPHIA, PA"
59,23,"21 W WASHINGTON LA","GERMANTOWN MENNONITE CHURCH","M","L","21 W WASHINGTON LA PHILADELPHIA, PA"
59,24,"25 W JOHNSON ST","GRACE BAPTIST CHURCH","M","L","25 W JOHNSON ST PHILADELPHIA, PA"
59,25,"6300 GREENE ST","STAPELEY RETIREMENT HOME","A","L","6300 GREENE ST PHILADELPHIA, PA"
60,1,"4508 SANSOM ST","SANSOM HOUSE SR LIVING","F","L","4508 SANSOM ST PHILADELPHIA, PA"
60,2,"4901 CHESTNUT ST","WEST PHILA HIGH SCHOOL","F","H","4901 CHESTNUT ST PHILADELPHIA, PA"
60,3,"5120 CHESTNUT ST","WEST PHILA YMCA","M","H","5120 CHESTNUT ST PHILADELPHIA, PA"
60,4,"5429 CHESTNUT ST","HOLMES SENIOR APTS","F","H","5429 CHESTNUT ST PHILADELPHIA, PA"
60,5,"5120 CHESTNUT ST","WEST PHILA YMCA","M","H","5120 CHESTNUT ST PHILADELPHIA, PA"
60,6,"5429 CHESTNUT ST","HOLMES SENIOR APTS","F","H","5429 CHESTNUT ST PHILADELPHIA, PA"
60,7,"58TH & WALNUT STS","SAYRE SCHOOL","M","L","58TH & WALNUT STS PHILADELPHIA, PA"
60,8,"4901 CHESTNUT ST","WEST PHILA HIGH SCHOOL","F","H","4901 CHESTNUT ST PHILADELPHIA, PA"
60,9,"5026 SPRUCE ST","LIGHT OF ELMWOOD LODGE # 45","M","H","5026 SPRUCE ST PHILADELPHIA, PA"
60,10,"52ND & PINE STS","HUEY SCHOOL","A","L","52ND & PINE STS PHILADELPHIA, PA"
60,11,"52ND & PINE STS","HUEY SCHOOL","A","L","52ND & PINE STS PHILADELPHIA, PA"
60,12,"4901 CHESTNUT ST","WEST PHILA HIGH SCHOOL","F","H","4901 CHESTNUT ST PHILADELPHIA, PA"
60,13,"259 S 52ND ST","BARBER SHOP","R","L","259 S 52ND ST PHILADELPHIA, PA"
60,14,"5120 CHESTNUT ST","WEST PHILA YMCA","M","H","5120 CHESTNUT ST PHILADELPHIA, PA"
60,15,"52ND & PINE STS","HUEY SCHOOL","A","L","52ND & PINE STS PHILADELPHIA, PA"
60,16,"52ND & PINE STS","HUEY SCHOOL","A","L","52ND & PINE STS PHILADELPHIA, PA"
60,17,"57TH & SPRUCE STS","HAMILTON SCHOOL","M","L","57TH & SPRUCE STS PHILADELPHIA, PA"
60,18,"57TH & SPRUCE STS","HAMILTON SCHOOL","M","L","57TH & SPRUCE STS PHILADELPHIA, PA"
60,19,"58TH & WALNUT STS","SAYRE SCHOOL","M","L","58TH & WALNUT STS PHILADELPHIA, PA"
60,20,"57TH & SPRUCE STS","HAMILTON SCHOOL","M","L","57TH & SPRUCE STS PHILADELPHIA, PA"
60,21,"5800 SPRUCE ST","MORRIS RECREATION CENTER","A","L","5800 SPRUCE ST PHILADELPHIA, PA"
60,22,"5800 SPRUCE ST","MORRIS RECREATION CENTER","A","L","5800 SPRUCE ST PHILADELPHIA, PA"
60,23,"4901 CHESTNUT ST","WEST PHILA HIGH SCHOOL","F","H","4901 CHESTNUT ST PHILADELPHIA, PA"
61,1,"5520 N 05TH ST","UNIVERSAL HAIR SALON","F","N","5520 N 05TH ST PHILADELPHIA, PA"
61,2,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,3,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,4,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,5,"201 E OLNEY AVE","GROVER WASHINGTON SCHOOL","M","L","201 E OLNEY AVE PHILADELPHIA, PA"
61,6,"6TH & SPENCER STS","FISHER PARK RECREATION CTR","F","L","6TH & SPENCER STS PHILADELPHIA, PA"
61,7,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,8,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,9,"5TH & NEDRO AVE","LOWELL SCHOOL","M","N","5TH & NEDRO AVE PHILADELPHIA, PA"
61,10,"A & SPENCER STS","OLNEY RECREATION CENTER","F","L","A & SPENCER STS PHILADELPHIA, PA"
61,11,"A & SPENCER STS","OLNEY RECREATION CENTER","F","L","A & SPENCER STS PHILADELPHIA, PA"
61,12,"A & SPENCER STS","OLNEY RECREATION CENTER","F","L","A & SPENCER STS PHILADELPHIA, PA"
61,13,"6TH & SPENCER STS","FISHER PARK RECREATION CTR","F","L","6TH & SPENCER STS PHILADELPHIA, PA"
61,14,"FRONT ST & GODFREY AVE","FINLETTER LITTLE SCHOOL HOUSE","F","L","FRONT ST & GODFREY AVE PHILADELPHIA, PA"
61,15,"FRONT ST & GODFREY AVE","FINLETTER LITTLE SCHOOL HOUSE","F","L","FRONT ST & GODFREY AVE PHILADELPHIA, PA"
61,16,"A & SPENCER STS","OLNEY RECREATION CENTER","F","L","A & SPENCER STS PHILADELPHIA, PA"
61,17,"65TH AVE & 02ND ST","STURGIS RECREATION CENTER","F","N","65TH AVE & 02ND ST PHILADELPHIA, PA"
61,18,"65TH AVE & 02ND ST","STURGIS RECREATION CENTER","F","N","65TH AVE & 02ND ST PHILADELPHIA, PA"
61,19,"65TH AVE & 02ND ST","STURGIS RECREATION CENTER","F","N","65TH AVE & 02ND ST PHILADELPHIA, PA"
61,20,"FRONT ST & GODFREY AVE","FINLETTER LITTLE SCHOOL HOUSE","F","L","FRONT ST & GODFREY AVE PHILADELPHIA, PA"
61,21,"12TH ST & OAKLANE AVE","ELLWOOD SCHOOL","M","L","12TH ST & OAKLANE AVE PHILADELPHIA, PA"
61,22,"6901 OLD YORK RD","BROMLEY HOUSE APTS","R","N","6901 OLD YORK RD PHILADELPHIA, PA"
61,23,"12TH ST & OAKLANE AVE","ELLWOOD SCHOOL","M","L","12TH ST & OAKLANE AVE PHILADELPHIA, PA"
61,24,"600 W CHELTENHAM AVE","CHELTENHAM NURSING CENTER","B","L","600 W CHELTENHAM AVE PHILADELPHIA, PA"
61,25,"65TH AVE & 02ND ST","STURGIS RECREATION CENTER","F","N","65TH AVE & 02ND ST PHILADELPHIA, PA"
61,26,"65TH AVE & 02ND ST","STURGIS RECREATION CENTER","F","N","65TH AVE & 02ND ST PHILADELPHIA, PA"
61,27,"FRONT ST & GODFREY AVE","FINLETTER LITTLE SCHOOLHOUSE","F","L","FRONT ST & GODFREY AVE PHILADELPHIA, PA"
61,28,"FRONT ST & GODFREY AVE","FINLETTER LITTLE SCHOOLHOUSE","F","L","FRONT ST & GODFREY AVE PHILADELPHIA, PA"
62,1,"TORRESDALE AVE & WAKELING ST","HARDING MIDDLE SCHOOL","N","N","TORRESDALE AVE & WAKELING ST PHILADELPHIA, PA"
62,2,"TORRESDALE AVE & WAKELING ST","HARDING MIDDLE SCHOOL","B","N","TORRESDALE AVE & WAKELING ST PHILADELPHIA, PA"
62,3,"HARBISON AVE & SANGER ST","SULLIVAN SCHOOL","N","N","HARBISON AVE & SANGER ST PHILADELPHIA, PA"
62,4,"BRIDGE & CHARLES STS","MASTERY SMEDLEY CHARTER SCHOOL","A","L","BRIDGE & CHARLES STS PHILADELPHIA, PA"
62,5,"4201 COMLY ST","JOHNNIE'S RESTAURANT","M","L","4201 COMLY ST PHILADELPHIA, PA"
62,6,"5000 FRANKFORD @WAKELING ST","ARIA FRANKFORD HOSPITAL","B","L","5000 FRANKFORD @WAKELING ST PHILADELPHIA, PA"
62,7,"5411 OXFORD AVE","REGAL BALLROOM","M","L","5411 OXFORD AVE PHILADELPHIA, PA"
62,8,"5200 PENN ST","MC ILVAIN RECREATION CENTER","B","L","5200 PENN ST PHILADELPHIA, PA"
62,9,"BRIDGE & CHARLES STS","MASTERY SMEDLEY CHARTER SCHOOL","A","L","BRIDGE & CHARLES STS PHILADELPHIA, PA"
62,10,"5411 OXFORD AVE","REGAL BALLROOM","M","L","5411 OXFORD AVE PHILADELPHIA, PA"
62,11,"5411 OXFORD AVE","REGAL BALLROOM","M","L","5411 OXFORD AVE PHILADELPHIA, PA"
62,12,"5411 OXFORD AVE","REGAL BALLROOM","M","L","5411 OXFORD AVE PHILADELPHIA, PA"
62,13,"CHELTENHAM & CHARLES ST","WISSINOMING RECREATION CENTER","F","L","CHELTENHAM & CHARLES ST PHILADELPHIA, PA"
62,14,"1466 E CHELTENHAM AVE","COFFEE SHOP","R","L","1466 E CHELTENHAM AVE PHILADELPHIA, PA"
62,15,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,16,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,17,"6325 FRANKFORD AVE","OLD DEVON THEATRE STORE # 1","M","N","6325 FRANKFORD AVE PHILADELPHIA, PA"
62,18,"4201 COMLY ST","JOHNNIE'S RESTAURANT","M","L","4201 COMLY ST PHILADELPHIA, PA"
62,19,"4201 COMLY ST","JOHNNIE'S RESTAURANT","M","L","4201 COMLY ST PHILADELPHIA, PA"
62,20,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,21,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,22,"6250 HARBISON AVE","AUTO PROS","M","N","6250 HARBISON AVE PHILADELPHIA, PA"
62,23,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,24,"SAUL & COMLY STS","ZIEGLER SCHOOL NEW BUILDING","M","L","SAUL & COMLY STS PHILADELPHIA, PA"
62,25,"6250 HARBISON AVE","AUTO PROS","M","N","6250 HARBISON AVE PHILADELPHIA, PA"
62,26,"6325 FRANKFORD AVE","OLD DEVON THEATRE STORE # 1","M","N","6325 FRANKFORD AVE PHILADELPHIA, PA"
63,1,"7976 OXFORD AVENUE","LOUDENSLAGER POST # 366","B","L","7976 OXFORD AVENUE PHILADELPHIA, PA"
63,2,"7902 OXFORD AVENUE","MEMORIAL PRESBYTERIAN CHURCH","F","L","7902 OXFORD AVENUE PHILADELPHIA, PA"
63,3,"JEANES & RHAWN STS","FOXCHASE LIBRARY","M","L","JEANES & RHAWN STS PHILADELPHIA, PA"
63,4,"RHAWN ST & VERREE RD","FIRE ENGINE CO # 56","M","L","RHAWN ST & VERREE RD PHILADELPHIA, PA"
63,5,"7725 BINGHAM ST","CHRIST MISSION APOSTOLIC FAITH","M","H","7725 BINGHAM ST PHILADELPHIA, PA"
63,6,"7725 BINGHAM ST","CHRIST MISSION APOSTOLIC FAITH","M","H","7725 BINGHAM ST PHILADELPHIA, PA"
63,7,"8580 VERREE RD","LAFAYETTE REDEEMER ROOM","M","H","8580 VERREE RD PHILADELPHIA, PA"
63,8,"7370 CENTRAL AVE","RYERS LIBRARY/BURHOLME PARK","N","L","7370 CENTRAL AVE PHILADELPHIA, PA"
63,9,"RHAWN ST & VERREE RD","FIRE ENGINE CO # 56","M","L","RHAWN ST & VERREE RD PHILADELPHIA, PA"
63,10,"8001 VERREE RD & RHAWN ST","KNOWLTON MANSION","F","L","8001 VERREE RD & RHAWN ST PHILADELPHIA, PA"
63,11,"8550 VERREE ROAD","VILLAGES PINE VALLEY CLUBHOUSE","F","H","8550 VERREE ROAD PHILADELPHIA, PA"
63,12,"8001 VERREE RD & RHAWN ST","KNOWLTON MANSION","F","L","8001 VERREE RD & RHAWN ST PHILADELPHIA, PA"
63,13,"JEANES & RHAWN STS","FOXCHASE LIBRARY","M","L","JEANES & RHAWN STS PHILADELPHIA, PA"
63,14,"441 HOFFNAGLE ST","RESIDENCE","M","L","441 HOFFNAGLE ST PHILADELPHIA, PA"
63,15,"VERREE RD & ALBURGER AVE","BALDI SCHOOL","M","L","VERREE RD & ALBURGER AVE PHILADELPHIA, PA"
63,16,"934 ALBURGER AVE","LEHIGH BAPTIST CHURCH","R","L","934 ALBURGER AVE PHILADELPHIA, PA"
63,17,"8600 A VERREE ROAD","PENNYPACK ENVIRONMENTAL CENTER","F","L","8600 A VERREE ROAD PHILADELPHIA, PA"
63,18,"SHARON LA & ALICIA ST","GREENBERG SCHOOL","R","L","SHARON LA & ALICIA ST PHILADELPHIA, PA"
63,19,"SHARON LA & ALICIA ST","GREENBERG SCHOOL","R","L","SHARON LA & ALICIA ST PHILADELPHIA, PA"
63,20,"VERREE RD & ALBURGER AVE","BALDI SCHOOL","M","L","VERREE RD & ALBURGER AVE PHILADELPHIA, PA"
63,21,"608 WELSH RD","ST THOMAS SYRO MALABAR CHURCH","F","H","608 WELSH RD PHILADELPHIA, PA"
63,22,"VERREE RD & ALBURGER AVE","BALDI SCHOOL","M","L","VERREE RD & ALBURGER AVE PHILADELPHIA, PA"
63,23,"8550 VERREE ROAD","VILLAGES PINE VALLEY CLUBHOUSE","F","H","8550 VERREE ROAD PHILADELPHIA, PA"
63,24,"VERREE RD & ALBURGER AVE","BALDI SCHOOL","M","L","VERREE RD & ALBURGER AVE PHILADELPHIA, PA"
63,25,"1104 WELSH RD","CHAPEL MANOR NURSING HOME","M","L","1104 WELSH RD PHILADELPHIA, PA"
64,1,"FRANKFORD AVE & STANWOOD ST","BROWN SCHOOL","A","L","FRANKFORD AVE & STANWOOD ST PHILADELPHIA, PA"
64,2,"8040 ROWLAND AVE","PARK TERRACE APTS COMM ROOM","M","L","8040 ROWLAND AVE PHILADELPHIA, PA"
64,3,"FRANKFORD AVE & STANWOOD ST","BROWN SCHOOL","A","L","FRANKFORD AVE & STANWOOD ST PHILADELPHIA, PA"
64,4,"FRANKFORD AVE & HARTEL ST","FIRE ENGINE CO # 36","F","L","FRANKFORD AVE & HARTEL ST PHILADELPHIA, PA"
64,5,"FRANKFORD AVE & HARTEL ST","FIRE ENGINE CO # 36","F","L","FRANKFORD AVE & HARTEL ST PHILADELPHIA, PA"
64,6,"7800 ROWLAND AVE","LANSING KNIGHTS YOUTH CLUB","M","N","7800 ROWLAND AVE PHILADELPHIA, PA"
64,7,"8205 ROOSEVELT BLVD","FIRE ENGINE CO # 18","M","L","8205 ROOSEVELT BLVD PHILADELPHIA, PA"
64,8,"3201 RYAN AVE","LINCOLN HIGH SCHOOL","F","H","3201 RYAN AVE PHILADELPHIA, PA"
64,9,"3201 RYAN AVE","LINCOLN HIGH SCHOOL","F","H","3201 RYAN AVE PHILADELPHIA, PA"
64,10,"3201 RYAN AVE","LINCOLN HIGH SCHOOL","F","H","3201 RYAN AVE PHILADELPHIA, PA"
64,11,"3301 COTTMAN AVE","FLUEHR FUNERAL HOME","M","L","3301 COTTMAN AVE PHILADELPHIA, PA"
64,12,"HAWTHORNE & PRINCETON AVE","MAYFAIR SCHOOL","A","L","HAWTHORNE & PRINCETON AVE PHILADELPHIA, PA"
64,13,"3201 RYAN AVE","LINCOLN HIGH SCHOOL","F","H","3201 RYAN AVE PHILADELPHIA, PA"
64,14,"3201 RYAN AVE","LINCOLN HIGH SCHOOL","F","H","3201 RYAN AVE PHILADELPHIA, PA"
64,15,"8301 ROOSEVELT BLVD","DEER MEADOWS RETIREMENT COMM","F","H","8301 ROOSEVELT BLVD PHILADELPHIA, PA"
64,16,"8301 ROOSEVELT BLVD","DEER MEADOWS RETIREMENT COMM","F","H","8301 ROOSEVELT BLVD PHILADELPHIA, PA"
64,17,"3001 RYAN AVE","MEEHAN MIDDLE SCHOOL","M","L","3001 RYAN AVE PHILADELPHIA, PA"
64,18,"3001 RYAN AVE","MEEHAN MIDDLE SCHOOL","M","L","3001 RYAN AVE PHILADELPHIA, PA"
65,1,"4500 LINDEN AVE","TORRESDALE YOUTH CLUB","F","L","4500 LINDEN AVE PHILADELPHIA, PA"
65,2,"4500 LINDEN AVE","TORRESDALE YOUTH CLUB","F","L","4500 LINDEN AVE PHILADELPHIA, PA"
65,3,"FRANKFORD AVE & LINDEN ST","FIRE ENGINE CO # 46","M","L","FRANKFORD AVE & LINDEN ST PHILADELPHIA, PA"
65,4,"5100 CONVENT LA///CLUBHOUSE","BAKERS BAY CONDOMINIUMS","M","L","5100 CONVENT LA///CLUBHOUSE PHILADELPHIA, PA"
65,5,"FRANKFORD AVE & LINDEN ST","FIRE ENGINE CO # 46","M","L","FRANKFORD AVE & LINDEN ST PHILADELPHIA, PA"
65,6,"8001 TORRESDALE AVE","NEW FOUNDATIONS CHARTER SCHOOL","F","L","8001 TORRESDALE AVE PHILADELPHIA, PA"
65,7,"5200 LINDEN AVE","LIBERTY EVANGELICAL CHURCH","M","L","5200 LINDEN AVE PHILADELPHIA, PA"
65,8,"8001 TORRESDALE AVE","NEW FOUNDATIONS CHARTER SCHOOL","F","N","8001 TORRESDALE AVE PHILADELPHIA, PA"
65,9,"8001 TORRESDALE AVE","NEW FOUNDATIONS CHARTER SCHOOL","F","N","8001 TORRESDALE AVE PHILADELPHIA, PA"
65,10,"STEVENSON & FRANKFORD AVE","HOLY FAMILY EDUC TECH CTR","F","L","STEVENSON & FRANKFORD AVE PHILADELPHIA, PA"
65,11,"8001 TORRESDALE AVE","NEW FOUNDATIONS CHARTER SCHOOL","F","N","8001 TORRESDALE AVE PHILADELPHIA, PA"
65,12,"7212 KEYSTONE ST","HOPE CHURCH HALL","M","L","7212 KEYSTONE ST PHILADELPHIA, PA"
65,13,"4741 FRIENDSHIP ST","TACONY MAYFAIR SONS OF ITALY","M","N","4741 FRIENDSHIP ST PHILADELPHIA, PA"
65,14,"COTTMAN & TORRESDALE AVES","ST HUBERTS HIGH SCHOOL","R","N","COTTMAN & TORRESDALE AVES PHILADELPHIA, PA"
65,15,"7756 DITMAN ST","HOLMESBURG YOUTH CLUB","M","N","7756 DITMAN ST PHILADELPHIA, PA"
65,16,"DITMAN & RHAWN STS","HOLMESBURG RECREATION CENTER","F","L","DITMAN & RHAWN STS PHILADELPHIA, PA"
65,17,"DITMAN & RHAWN STS","HOLMESBURG RECREATION CENTER","F","L","DITMAN & RHAWN STS PHILADELPHIA, PA"
65,18,"7811 FRANKFORD AVE","FOUNTAIN OF LIFE CHURCH","M","N","7811 FRANKFORD AVE PHILADELPHIA, PA"
65,19,"7811 FRANKFORD AVE","FOUNTAIN OF LIFE CHURCH","M","N","7811 FRANKFORD AVE PHILADELPHIA, PA"
65,20,"9355 STATE RD","DELAIRE LANDING COMPLEX","B","L","9355 STATE RD PHILADELPHIA, PA"
65,21,"7811 FRANKFORD AVE","FOUNTAIN OF LIFE CHURCH","M","N","7811 FRANKFORD AVE PHILADELPHIA, PA"
65,22,"7756 DITMAN ST","HOLMESBURG YOUTH CLUB","M","N","7756 DITMAN ST PHILADELPHIA, PA"
65,23,"FRANKFORD AVE & LINDEN ST","FIRE ENGINE CO # 46","M","L","FRANKFORD AVE & LINDEN ST PHILADELPHIA, PA"
66,1,"12273 TOWNSEND ROAD","LOCAL # 5 UNION HALL","M","H","12273 TOWNSEND ROAD PHILADELPHIA, PA"
66,2,"10980 NORCOM RD","NORCOM COMMUNITY CENTER","F","H","10980 NORCOM RD PHILADELPHIA, PA"
66,3,"ACADEMY & TORREY RDS","DECATUR SCHOOL","M","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,4,"ACADEMY & TORREY RDS","FITZPATRICK REC CENTER","F","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,5,"2980 SOUTHAMPTON RD","IBPAT UNION HALL-FOUNTAIN ROOM","M","L","2980 SOUTHAMPTON RD PHILADELPHIA, PA"
66,6,"3301 MECHANICSVILLE RD","PARKWOOD YOUTH CENTER","F","L","3301 MECHANICSVILLE RD PHILADELPHIA, PA"
66,7,"10980 NORCOM RD","NORCOM COMMUNITY CENTER","F","H","10980 NORCOM RD PHILADELPHIA, PA"
66,8,"COMLY & THORNTON RDS","PALMER RECREATION CENTER","B","L","COMLY & THORNTON RDS PHILADELPHIA, PA"
66,9,"DUNKS FERRY & MECHANICSVILLE RDS","JUNOD RECREATION CENTER","F","L","DUNKS FERRY & MECHANICSVILLE RDS PHILADELPHIA, PA"
66,10,"GRANT & ACADEMY RD","AVIATION INSTITUTE","F","L","GRANT & ACADEMY RD PHILADELPHIA, PA"
66,11,"11201 ACADEMY RD","ARCHBISHOP RYAN HIGH SCHOOL","F","L","11201 ACADEMY RD PHILADELPHIA, PA"
66,12,"12273 TOWNSEND ROAD","LOCAL # 5 UNION HALL","M","H","12273 TOWNSEND ROAD PHILADELPHIA, PA"
66,13,"ACADEMY & TORREY RDS","FITZPATRICK REC CENTER","F","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,14,"DUNKS FERRY & MECHANICSVILLE RDS","JUNOD RECREATION CENTER","F","L","DUNKS FERRY & MECHANICSVILLE RDS PHILADELPHIA, PA"
66,15,"11301 ACADEMY ROAD","ST MARTHA'S GYMNASIUM","M","L","11301 ACADEMY ROAD PHILADELPHIA, PA"
66,16,"ACADEMY & TORREY RDS","FITZPATRICK REC CENTER","F","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,17,"ACADEMY & COMLY RDS","FIRE ENGINE CO # 22","R","L","ACADEMY & COMLY RDS PHILADELPHIA, PA"
66,18,"9951 ACADEMY ROAD","CANTERBURY COURT RENTAL OFFICE","M","L","9951 ACADEMY ROAD PHILADELPHIA, PA"
66,19,"3745 CLARENDEN RD","SETTLEMENT MUSIC SCHOOL","F","L","3745 CLARENDEN RD PHILADELPHIA, PA"
66,20,"4150 WOODHAVEN RD","FAITH LUTHERAN CHURCH","R","L","4150 WOODHAVEN RD PHILADELPHIA, PA"
66,21,"3745 CLARENDEN RD","SETTLEMENT MUSIC SCHOOL","F","L","3745 CLARENDEN RD PHILADELPHIA, PA"
66,22,"ACADEMY & TORREY RDS","DECATUR SCHOOL","M","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,23,"ACADEMY & TORREY RDS","DECATUR SCHOOL","M","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,24,"11099 KNIGHTS RD","KATHARINE DREXEL LIBRARY","B","L","11099 KNIGHTS RD PHILADELPHIA, PA"
66,25,"11024 KNIGHTS RD","OUR LADY OF CALVARY SCHOOL","M","L","11024 KNIGHTS RD PHILADELPHIA, PA"
66,26,"MORRELL & W CROWN AVE","HANCOCK SCHOOL","R","L","MORRELL & W CROWN AVE PHILADELPHIA, PA"
66,27,"MORRELL & W CROWN AVE","HANCOCK SCHOOL","R","L","MORRELL & W CROWN AVE PHILADELPHIA, PA"
66,28,"MORRELL & W CROWN AVE","HANCOCK SCHOOL","R","L","MORRELL & W CROWN AVE PHILADELPHIA, PA"
66,29,"4101 CHALFONT DRIVE","SCHOOL DISTRICT OFFICE","R","N","4101 CHALFONT DRIVE PHILADELPHIA, PA"
66,30,"CHALFONT DR & DEERPATH LA","CHALFONT RECREATION CENTER","F","L","CHALFONT DR & DEERPATH LA PHILADELPHIA, PA"
66,31,"RED LION & CALERA RDS","PICARIELLO RECREATION CENTER","B","L","RED LION & CALERA RDS PHILADELPHIA, PA"
66,32,"10851 CALERA RD","NEW LIBERTY BELL YOUTH CLUB","M","L","10851 CALERA RD PHILADELPHIA, PA"
66,33,"CHALFONT DR & DEERPATH LA","CHALFONT RECREATION CENTER","F","L","CHALFONT DR & DEERPATH LA PHILADELPHIA, PA"
66,34,"3301 MECHANICSVILLE RD","PARKWOOD YOUTH CENTER","F","L","3301 MECHANICSVILLE RD PHILADELPHIA, PA"
66,35,"RED LION & CALERA RDS","PICARIELLO RECREATION CENTER","B","L","RED LION & CALERA RDS PHILADELPHIA, PA"
66,36,"HAWLEY & BROOKVIEW RDS","LABRUM SCHOOL","R","L","HAWLEY & BROOKVIEW RDS PHILADELPHIA, PA"
66,37,"RED LION & CALERA RDS","PICARIELLO RECREATION CENTER","B","L","RED LION & CALERA RDS PHILADELPHIA, PA"
66,38,"ACADEMY & TORREY RDS","DECATUR SCHOOL","M","L","ACADEMY & TORREY RDS PHILADELPHIA, PA"
66,39,"11080 KNIGHTS ROAD","OLD ST LUKES CHURCH","A","L","11080 KNIGHTS ROAD PHILADELPHIA, PA"
66,40,"10851 CALERA RD","NEW LIBERTY BELL YOUTH CLUB","M","L","10851 CALERA RD PHILADELPHIA, PA"
66,41,"3323 FAIRDALE RD","RESIDENCE","B","N","3323 FAIRDALE RD PHILADELPHIA, PA"
66,42,"11080 KNIGHTS ROAD","OLD ST LUKES CHURCH","A","L","11080 KNIGHTS ROAD PHILADELPHIA, PA"
66,43,"CHALFONT DR & DEERPATH LA","CHALFONT RECREATION CENTER","F","L","CHALFONT DR & DEERPATH LA PHILADELPHIA, PA"
66,44,"11099 KNIGHTS RD","KATHARINE DREXEL LIBRARY","B","L","11099 KNIGHTS RD PHILADELPHIA, PA"
66,45,"BROOKVIEW & HAWLEY RDS","LABRUM SCHOOL","R","L","BROOKVIEW & HAWLEY RDS PHILADELPHIA, PA"
66,46,"11024 KNIGHTS RD","OUR LADY OF CALVARY SCHOOL","M","L","11024 KNIGHTS RD PHILADELPHIA, PA"
